ru_utime, ru_stime, ru_minflt, ru_majflt, ru_inblock, ru_oublock, ru_nvcsw, ru_nivcsw, time_spent
0.280446,0.0,171,0,0,0,1,2
0.306917,0.0,170,0,0,0,1,44
0.284582,0.0,172,0,0,0,1,1
0.298841,0.3984,172,0,0,0,1,45
0.278150,0.0,172,0,0,0,1,1
0.283528,0.0,173,0,0,0,1,41
0.280809,0.0,172,0,0,0,1,50
0.278681,0.0,172,0,0,0,1,135
0.278894,0.0,171,0,0,0,1,46
0.275946,0.3942,171,0,0,0,1,81
0.266379,0.3917,171,0,0,0,1,201
0.266307,0.0,170,0,0,0,1,74
0.244376,0.0,172,0,0,0,1,64
0.286260,0.0,171,0,0,0,1,35
0.279614,0.3938,171,0,0,0,1,444
0.284169,0.0,171,0,0,0,1,36
0.279720,0.0,171,0,0,0,1,33
0.280741,0.0,171,0,0,0,1,135
0.277852,0.4026,172,0,0,0,1,462
0.281469,0.0,170,0,0,0,1,27
0.279172,0.0,172,0,0,0,1,145
0.280041,0.0,171,0,0,0,1,15
0.283129,0.0,172,0,0,0,1,4
0.280130,0.0,173,0,0,0,1,63
0.280710,0.0,171,0,0,0,1,22
0.278602,0.0,172,0,0,0,0,5
0.281164,0.0,171,0,0,0,2,405
0.281328,0.0,172,0,0,0,1,20
0.280706,0.0,172,0,0,0,1,24
0.285731,0.0,171,0,0,0,1,25
0.282662,0.3925,172,0,0,0,1,1169
0.279876,0.0,171,0,0,0,1,12
0.280501,0.0,171,0,0,0,1,111
0.281937,0.0,171,0,0,0,1,5
0.282742,0.0,172,0,0,0,1,7
0.281983,0.0,173,0,0,0,1,58
0.283716,0.0,172,0,0,0,1,11
0.279058,0.0,171,0,0,0,0,4
0.281616,0.0,170,0,0,0,1,12
0.283496,0.0,171,0,0,0,1,14
0.280201,0.0,174,0,0,0,1,9
0.279484,0.0,172,0,0,0,1,4
0.280795,0.0,171,0,0,0,1,18
0.281276,0.0,171,0,0,0,1,7
0.280288,0.0,170,0,0,0,1,10
0.283738,0.0,172,0,0,0,1,6
0.279995,0.0,172,0,0,0,1,9
0.280587,0.0,171,0,0,0,1,7
0.289208,0.0,172,0,0,0,1,6
0.280210,0.0,172,0,0,0,1,4
0.278984,0.0,170,0,0,0,1,4
0.279367,0.3934,172,0,0,0,1,30
0.278069,0.4029,172,0,0,0,1,2
0.279317,0.0,171,0,0,0,1,4
0.278671,0.0,170,0,0,0,1,0
0.284069,0.0,171,0,0,0,1,1
0.281672,0.0,173,0,0,0,1,3
0.299193,0.0,172,0,0,0,1,3
0.284171,0.0,173,0,0,0,1,35
0.283568,0.0,171,0,0,0,1,23
0.285504,0.0,171,0,0,0,1,34
0.283705,0.0,171,0,0,0,1,99
0.283220,0.0,171,0,0,0,1,48
